ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
15649,M,BLACK,33-37,FALSE,4,Standard,Less than HS diploma,0,Drug,More than 3 years,5,6 or more,0,1,5 or more,4,FALSE,FALSE,0,4 or more,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4 or more,10 or more,0,0,30.1875,0.203125,0.03125,0,0.03125,0.501552795,0.37810559,FALSE,0
5334,M,WHITE,38-42,FALSE,4,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,1,0,5 or more,0,3,FALSE,FALSE,3 or more,1,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,3,0,3 or more,72.75,0,0,0.083333336,0.083333336,0.728522337,0.41838488,TRUE,1
657,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,0,Property,1-2 years,9,6 or more,1,4,2,3,TRUE,FALSE,3 or more,4 or more,TRUE,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.983263598,1,FALSE,0
12057,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,0,Property,1-2 years,8,6 or more,1,5 or more,0,5 or more,FALSE,FALSE,3 or more,3,TRUE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,32.66666667,0,0.333333343,0,0,0,0,FALSE,1
5195,M,WHITE,43-47,FALSE,4,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,5,1,4,2,5 or more,FALSE,FALSE,3 or more,2,FALSE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10 or more,0,2,30.47619048,0.142857149,0,0,0,0.9875,0.570703125,FALSE,0
9395,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,6 or more,2,5 or more,1,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0,0,FALSE,1
1994,M,BLACK,38-42,FALSE,4,Standard,Less than HS diploma,0,Violent/Non-Sex,1-2 years,10 or more,2,3 or more,3,3,3,FALSE,FALSE,3 or more,1,TRUE,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,1,0,30,0,0,0,0,0,0,FALSE,1
4426,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,0,Violent/Non-Sex,1-2 years,8,5,3 or more,2,2,2,TRUE,TRUE,3 or more,2,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,0
25685,M,BLACK,28-32,FALSE,4,Standard,Less than HS diploma,1,Other,Less than 1 year,1,4,0,0,1,0,FALSE,FALSE,1,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,25.2,0,0,0,0,0.170634921,2,FALSE,0
3782,M,WHITE,48 or older,FALSE,4,Standard,Less than HS diploma,1,Property,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,FALSE,TRUE,2,1,FALSE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,61.8,0,0,0,0,0.996763754,1,TRUE,1
5874,M,BLACK,38-42,FALSE,4,Standard,Less than HS diploma,1,Property,Less than 1 year,7,5,2,4,0,3,FALSE,FALSE,2,2,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,95,0,0,0,0,0,0,FALSE,0
1111,M,WHITE,48 or older,FALSE,4,Standard,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,0,5 or more,3,5 or more,FALSE,FALSE,1,4 or more,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,54.66666667,0,0,0,0,0.756097561,2,FALSE,0
26314,M,WHITE,48 or older,FALSE,4,Standard,Less than HS diploma,2,Drug,1-2 years,6,6 or more,3 or more,2,3,3,FALSE,FALSE,0,3,FALSE,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,82.33333333,0,0,0,0,0,0,FALSE,1
4949,M,WHITE,33-37,FALSE,4,Standard,Less than HS diploma,2,Drug,Less than 1 year,3,6 or more,0,0,4,5 or more,FALSE,FALSE,3 or more,2,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5,2,0,30.11111111,0,0,0,0,0,0,FALSE,0
616,M,BLACK,43-47,FALSE,4,Standard,Less than HS diploma,2,Drug,Less than 1 year,10 or more,6 or more,1,5 or more,3,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,2,,,,,,0,0,FALSE,1
8378,M,WHITE,33-37,FALSE,4,Standard,Less than HS diploma,2,Other,Less than 1 year,6,6 or more,1,0,2,5 or more,FALSE,FALSE,2,4 or more,FALSE,0,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,97.75,0,0,0,0,1,1.868286445,FALSE,1
16561,M,BLACK,28-32,FALSE,4,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,4,1,0,1,2,1,FALSE,FALSE,1,1,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,,,,,,0,0,FALSE,1
13645,M,BLACK,33-37,TRUE,4,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,8,6 or more,1,0,5 or more,4,FALSE,TRUE,3 or more,3,FALSE,0,2 or more,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,2,68,0,0,0,0,0,0,FALSE,1
24028,M,BLACK,28-32,FALSE,4,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,4,5 or more,5 or more,TRUE,FALSE,2,4 or more,TRUE,2,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
2074,M,BLACK,38-42,FALSE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,3,2,4,2,4,FALSE,TRUE,3 or more,2,TRUE,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,1
6413,M,BLACK,28-32,FALSE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,2,0,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
2150,M,WHITE,48 or older,FALSE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,9,6 or more,3 or more,3,1,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,450.5,0,0,0,0,0.149833518,0.405382908,FALSE,1
3534,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,2,4,FALSE,TRUE,3 or more,4 or more,TRUE,2,2 or more,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,,,,,,0,0,FALSE,0
1295,M,WHITE,48 or older,FALSE,5,High,At least some college,0,Drug,1-2 years,10 or more,3,1,1,5 or more,4,FALSE,FALSE,3 or more,3,TRUE,1,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,74.36363636,0,0,0,0,0.932762836,0.446515892,FALSE,0
20209,M,WHITE,48 or older,FALSE,5,High,High School Diploma,3 or more,Property,1-2 years,2,2,0,2,0,1,FALSE,FALSE,0,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,13.30769231,0,0.021978023,0,0,0.987613543,0.301610239,FALSE,0
9099,M,WHITE,38-42,FALSE,5,High,Less than HS diploma,0,Property,1-2 years,7,1,0,5 or more,3,1,FALSE,FALSE,3 or more,1,FALSE,3 or more,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,1,23.27272727,0,0,0,0,0,0,FALSE,1
1118,M,WHITE,33-37,FALSE,5,High,Less than HS diploma,0,Property,Less than 1 year,9,6 or more,0,5 or more,2,5 or more,FALSE,FALSE,2,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4 or more,0,0,2,73.8,0,0,0,0.400000006,1,1.979674797,FALSE,1
1971,M,WHITE,28-32,TRUE,5,High,Less than HS diploma,2,Drug,Less than 1 year,10 or more,3,2,2,3,5 or more,TRUE,TRUE,2,3,FALSE,2,2 or more,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,3 or more,,,,,,0,0,FALSE,1
7375,M,BLACK,28-32,TRUE,5,High,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,2,4,0,1,1,1,FALSE,TRUE,0,2,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,0,,,,,,0,,FALSE,0
3154,M,WHITE,48 or older,FALSE,5,Specialized,At least some college,1,Violent/Non-Sex,Less than 1 year,10 or more,0,2,5 or more,5 or more,2,FALSE,FALSE,2,0,TRUE,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,118.75,0,0,0,0,0.997894737,0.768947368,TRUE,1
17878,M,WHITE,23-27,FALSE,5,Specialized,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,1,2,1,0,1,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,91,0,0,0,0,0.799200799,0.547327672,FALSE,0
19006,M,WHITE,23-27,FALSE,5,Specialized,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,2,1,1,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,37.8,0,0,0,0,1,1.932539683,FALSE,1
12504,M,BLACK,33-37,FALSE,5,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,0,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,1,0,3 or more,52.87096774,0.032258064,0,0,0,0.976205003,1.114246492,FALSE,0
22303,M,WHITE,18-22,FALSE,5,Specialized,At least some college,3 or more,Violent/Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,31.4,0,0,0,0,0,0,FALSE,0
15193,M,WHITE,33-37,FALSE,5,Specialized,High School Diploma,0,Drug,1-2 years,10 or more,6 or more,0,4,1,5 or more,FALSE,FALSE,2,2,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4 or more,9,3 or more,0,33.91666667,0,0,0.25,0.333333343,0,0,FALSE,1
16266,M,WHITE,33-37,FALSE,5,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,0,0,0,1,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,7,1,3 or more,,0.074074075,0,0,0,,,FALSE,0
16812,M,BLACK,33-37,FALSE,5,Specialized,High School Diploma,1,Other,Greater than 2 to 3 years,3,2,1,0,0,3,FALSE,FALSE,2,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,10 or more,0,0,40.6875,0,0,0,0,1,2.805299539,FALSE,1
269,M,WHITE,48 or older,FALSE,5,Specialized,High School Diploma,1,Property,1-2 years,8,6 or more,0,5 or more,1,3,FALSE,FALSE,2,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,,0,0,1,0,0.211810013,0.234435173,FALSE,1
26254,M,WHITE,33-37,FALSE,5,Specialized,High School Diploma,1,Violent/Non-Sex,1-2 years,4,6 or more,3 or more,0,2,4,TRUE,FALSE,1,3,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4 or more,7,0,0,29.63157895,0.052631579,0,0,0,0.218472469,0.648756661,FALSE,0
14491,M,WHITE,33-37,FALSE,5,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,3,5,1,0,0,1,FALSE,FALSE,0,3,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,12.92857143,0,0,0,0,0.997237569,1,TRUE,1
20656,M,WHITE,48 or older,FALSE,5,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,4,1,2,1,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3 or more,,0,0,0,0,,,FALSE,0
14751,M,BLACK,23-27,FALSE,5,Specialized,High School Diploma,1,Violent/Sex,More than 3 years,2,0,1,0,0,1,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,10 or more,0,3 or more,24.69230769,0,0,0,0,0.88992731,1.137850467,FALSE,0
1565,M,BLACK,38-42,FALSE,5,Specialized,High School Diploma,2,Property,1-2 years,10 or more,6 or more,2,5 or more,1,5 or more,TRUE,TRUE,3 or more,4 or more,TRUE,3 or more,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,527.5,0.5,0,0,0,0.112796209,0.346208531,FALSE,1
12604,M,WHITE,48 or older,FALSE,5,Specialized,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,5,3 or more,1,1,3,FALSE,TRUE,0,3,TRUE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,19,0,0,0,0,1,3,FALSE,1
19368,M,WHITE,28-32,FALSE,5,Specialized,High School Diploma,2,Violent/Sex,Greater than 2 to 3 years,0,3,1,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,2,55.07142857,0,0,0,0,1,0.947470817,FALSE,0
13107,M,WHITE,33-37,FALSE,5,Specialized,High School Diploma,2,Violent/Sex,More than 3 years,4,0,0,3,0,0,TRUE,FALSE,1,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,2,100.5,0,0,0,0,1,0.778784648,FALSE,0
3491,M,BLACK,48 or older,FALSE,5,Specialized,Less than HS diploma,1,Property,More than 3 years,10 or more,6 or more,2,5 or more,2,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,0,0,0,0,0,,TRUE,0
6701,M,BLACK,48 or older,FALSE,5,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,1,2,2,0,0,FALSE,FALSE,3 or more,1,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,9,0,3 or more,38.73913043,0.043478262,0,0,0,1,0.40993266,TRUE,1
1210,M,WHITE,43-47,FALSE,5,Specialized,Less than HS diploma,2,Drug,Less than 1 year,10 or more,5,0,5 or more,1,4,FALSE,FALSE,0,4 or more,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.852631579,1,FALSE,1
5922,M,WHITE,28-32,FALSE,5,Specialized,Less than HS diploma,3 or more,Other,1-2 years,10 or more,6 or more,0,3,3,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,,,,,0,0,FALSE,1
9695,M,BLACK,33-37,FALSE,5,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,0,1,0,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.986928105,0.341036415,FALSE,0
4830,M,BLACK,38-42,FALSE,5,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,6 or more,2,5 or more,0,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,2,78.72727273,0,0.090909094,0,0,1,1.265300231,FALSE,1
4943,M,WHITE,38-42,FALSE,5,Standard,At least some college,0,Drug,More than 3 years,6,4,0,1,5 or more,2,FALSE,TRUE,0,1,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,0
24324,M,WHITE,33-37,FALSE,5,Standard,At least some college,2,Property,1-2 years,8,6 or more,3 or more,3,0,2,TRUE,FALSE,1,4 or more,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,177,0,0,0,0,0.192090395,1,FALSE,1
12634,M,BLACK,33-37,FALSE,5,Standard,At least some college,2,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,1,5 or more,FALSE,FALSE,3 or more,0,TRUE,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.338103757,0.653398927,FALSE,1
20455,M,BLACK,33-37,FALSE,5,Standard,At least some college,2,Violent/Non-Sex,More than 3 years,3,4,1,5 or more,0,1,FALSE,FALSE,0,2,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0,1,46.1,0,0,0,0,0.789587852,0.792299349,FALSE,1
20494,M,BLACK,43-47,TRUE,5,Standard,At least some college,3 or more,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,81.6,0.200000003,0,0,0,0,0,FALSE,1
26047,M,WHITE,23-27,FALSE,5,Standard,At least some college,3 or more,Property,Less than 1 year,1,4,0,1,0,3,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,46.9,0.100000001,0.100000001,0.200000003,0.200000003,0.654584222,0.778784648,FALSE,1
20225,M,BLACK,28-32,FALSE,5,Standard,At least some college,3 or more,Property,Less than 1 year,5,5,3 or more,1,0,5 or more,TRUE,FALSE,1,3,TRUE,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,3,0,1,129.25,0,0,0,0,0.48549323,0.706479691,FALSE,0
595,M,BLACK,38-42,FALSE,5,Standard,At least some college,3 or more,Property,Less than 1 year,5,2,1,4,1,0,FALSE,FALSE,2,1,TRUE,3 or more,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0.907142857,0.869642857,TRUE,0
3368,M,BLACK,28-32,FALSE,5,Standard,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,3,2,3,FALSE,TRUE,3 or more,4 or more,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,3 or more,180.1,0,0,0,0,0.888395336,0.202803998,TRUE,0
12557,M,WHITE,43-47,FALSE,5,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,6,6 or more,2,4,0,4,FALSE,TRUE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,0,0,0,0,,,FALSE,0
24955,M,WHITE,18-22,FALSE,5,Standard,High School Diploma,0,Drug,Less than 1 year,2,1,0,0,1,0,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
25980,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,0,Drug,Less than 1 year,4,3,0,3,2,2,FALSE,FALSE,0,2,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,1,,,,,,0.957494407,0.817114094,FALSE,1
22983,M,WHITE,23-27,FALSE,5,Standard,High School Diploma,0,Property,1-2 years,4,0,0,2,0,1,FALSE,FALSE,2,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,0,0,1,,,,,,0.508532423,1,FALSE,1
5187,M,WHITE,48 or older,FALSE,5,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,6,1,1,4,1,0,FALSE,TRUE,3 or more,0,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,2,FALSE,1
169,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,5,6 or more,1,2,0,5 or more,FALSE,FALSE,2,4 or more,TRUE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,7,0,0,35.46153846,0.07692308,0,0,0.15384616,0.472885033,0.792299349,FALSE,1
21413,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,9,5,0,2,5 or more,4,FALSE,FALSE,2,2,FALSE,2,2 or more,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,,,,,,0,0,FALSE,1
10329,M,WHITE,38-42,FALSE,5,Standard,High School Diploma,0,Property,More than 3 years,4,1,3 or more,0,2,0,TRUE,FALSE,0,0,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,147,0,0,0,0,1,2.484693878,FALSE,0
14758,M,WHITE,23-27,FALSE,5,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,5,5,2,2,2,5 or more,TRUE,FALSE,3 or more,1,TRUE,1,2 or more,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,5,3 or more,1,113.6,0,0,0.200000003,0,0,0,FALSE,1
10746,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,8,6 or more,0,5 or more,2,5 or more,FALSE,TRUE,1,4 or more,TRUE,1,2 or more,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,2,FALSE,1
